Al,Si,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Tm,delta,To,t,protective_sum,risk_sum,Al_Cr_interaction,thermal_dose,kinetics_class
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.476,0.0,-0.4537744270064096,0.0601128695429008,1.0,0.0,0.5,-0.8,1.2345679012345678,0.1267893660531697,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,0.0,-0.4693877551020408,0.5,-0.8,1.2345679012345678,-0.4907975460122699,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,0.0,0.0,0.5,-0.8,1.2345679012345678,-0.0204498977505112,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,0.0,0.4897959183673469,0.5,-0.8,1.2345679012345678,0.4703476482617587,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,0.3333333333333333,-0.4693877551020408,0.5,-0.8,1.2345679012345678,-0.4887525562372188,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,0.3333333333333333,0.0,0.5,-0.8,1.2345679012345678,0.0286298568507157,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,0.3333333333333333,0.4897959183673469,0.5,-0.8,1.2345679012345678,0.5685071574642127,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,0.6666666666666666,-0.4693877551020408,0.5,-0.8,1.2345679012345678,-0.4867075664621677,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,0.6666666666666666,0.0,0.5,-0.8,1.2345679012345678,0.0777096114519427,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,0.6666666666666666,0.4897959183673469,0.5,-0.8,1.2345679012345678,0.6666666666666666,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,1.0,-0.4693877551020408,0.5,-0.8,1.2345679012345678,-0.4846625766871165,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,1.0,0.0,0.5,-0.8,1.2345679012345678,0.1267893660531697,1
1.0,0.0,0.0,0.0,1.0,0.0,-3.636363636363636,1.0,0.0,0.524,0.0,-0.1503891870803727,0.0601128695429008,1.0,0.4897959183673469,0.5,-0.8,1.2345679012345678,0.7648261758691206,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.476,0.0,-0.8852556571234396,0.7317959149191097,-0.6666666666666666,-0.4693877551020408,0.5,0.0,1.2345679012345678,-0.4948875255623722,2
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.476,0.0,-0.8852556571234396,0.7317959149191097,-0.6666666666666666,0.5306122448979592,0.5,0.0,1.2345679012345678,0.3067484662576687,2
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.476,0.0,-0.8852556571234396,0.7317959149191097,-0.6666666666666666,1.5510204081632653,0.5,0.0,1.2345679012345678,1.1247443762781186,2
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.476,0.0,-0.8852556571234396,0.7317959149191097,0.0,-0.4693877551020408,0.5,0.0,1.2345679012345678,-0.4907975460122699,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.476,0.0,-0.8852556571234396,0.7317959149191097,0.0,0.5306122448979592,0.5,0.0,1.2345679012345678,0.5112474437627812,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.476,0.0,-0.8852556571234396,0.7317959149191097,0.0,1.5510204081632653,0.5,0.0,1.2345679012345678,1.5337423312883436,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.476,0.0,-0.8852556571234396,0.7317959149191097,0.3333333333333333,-0.4693877551020408,0.5,0.0,1.2345679012345678,-0.4887525562372188,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.476,0.0,-0.8852556571234396,0.7317959149191097,0.3333333333333333,0.0204081632653061,0.5,0.0,1.2345679012345678,0.0511247443762781,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.476,0.0,-0.8852556571234396,0.7317959149191097,0.3333333333333333,0.5306122448979592,0.5,0.0,1.2345679012345678,0.6134969325153374,1
0.9525,0.0,-0.1596638655462184,0.0,0.0,1.1905,-0.1727272727272726,0.476,0.0,0.0,0.0,-0.3780602581516242,0.7757364893737084,0.0,-0.4693877551020408,-0.0237499999999999,0.1523999999999999,0.0,-0.4907975460122699,1
0.9525,0.0,-0.1596638655462184,0.0,0.0,1.1905,-0.1727272727272726,0.476,0.0,0.0,0.0,-0.3780602581516242,0.7757364893737084,0.0,0.5306122448979592,-0.0237499999999999,0.1523999999999999,0.0,0.5112474437627812,1
0.9525,0.0,-0.1596638655462184,0.0,0.0,1.1905,-0.1727272727272726,0.476,0.0,0.0,0.0,-0.3780602581516242,0.7757364893737084,0.0,1.5510204081632653,-0.0237499999999999,0.1523999999999999,0.0,1.5337423312883436,1
0.9525,0.0,-0.1596638655462184,0.0,0.0,1.1905,-0.1727272727272726,0.476,0.0,0.0,0.0,-0.3780602581516242,0.7757364893737084,0.3333333333333333,-0.4693877551020408,-0.0237499999999999,0.1523999999999999,0.0,-0.4887525562372188,1
0.9525,0.0,-0.1596638655462184,0.0,0.0,1.1905,-0.1727272727272726,0.476,0.0,0.0,0.0,-0.3780602581516242,0.7757364893737084,0.3333333333333333,0.5306122448979592,-0.0237499999999999,0.1523999999999999,0.0,0.6134969325153374,1
0.9525,0.0,-0.1596638655462184,0.0,0.0,1.1905,-0.1727272727272726,0.476,0.0,0.0,0.0,-0.3780602581516242,0.7757364893737084,0.3333333333333333,1.5510204081632653,-0.0237499999999999,0.1523999999999999,0.0,1.738241308793456,1
0.9525,0.0,-0.1596638655462184,0.0,0.0,1.1905,-0.1727272727272726,0.476,0.0,0.0,0.0,-0.3780602581516242,0.7757364893737084,0.6666666666666666,-0.4693877551020408,-0.0237499999999999,0.1523999999999999,0.0,-0.4867075664621677,1
0.9525,0.0,-0.1596638655462184,0.0,0.0,1.1905,-0.1727272727272726,0.476,0.0,0.0,0.0,-0.3780602581516242,0.7757364893737084,0.6666666666666666,0.5306122448979592,-0.0237499999999999,0.1523999999999999,0.0,0.7157464212678937,1
0.9525,0.0,-0.1596638655462184,0.0,0.0,1.1905,-0.1727272727272726,0.476,0.0,0.0,0.0,-0.3780602581516242,0.7757364893737084,0.6666666666666666,1.5510204081632653,-0.0237499999999999,0.1523999999999999,0.0,1.9427402862985683,1
1.0,0.0,1.6806722689075633,0.0,0.0,0.5,1.818181818181818,0.0,0.0,0.024,0.0,-0.4658536541516134,0.4695901019902765,0.0,-0.4693877551020408,0.0,-0.4,0.0,-0.4907975460122699,1
1.0,0.0,1.6806722689075633,0.0,0.0,0.5,1.818181818181818,0.0,0.0,0.024,0.0,-0.4658536541516134,0.4695901019902765,0.0,0.0204081632653061,0.0,-0.4,0.0,0.0,1
1.0,0.0,1.6806722689075633,0.0,0.0,0.5,1.818181818181818,0.0,0.0,0.024,0.0,-0.4658536541516134,0.4695901019902765,0.0,0.5306122448979592,0.0,-0.4,0.0,0.5112474437627812,1
1.0,0.0,1.6806722689075633,0.0,0.0,0.5,1.818181818181818,0.0,0.0,0.024,0.0,-0.4658536541516134,0.4695901019902765,0.3333333333333333,-0.4693877551020408,0.0,-0.4,0.0,-0.4887525562372188,1
1.0,0.0,1.6806722689075633,0.0,0.0,0.5,1.818181818181818,0.0,0.0,0.024,0.0,-0.4658536541516134,0.4695901019902765,0.3333333333333333,0.0204081632653061,0.0,-0.4,0.0,0.0511247443762781,1
1.0,0.0,1.6806722689075633,0.0,0.0,0.5,1.818181818181818,0.0,0.0,0.024,0.0,-0.4658536541516134,0.4695901019902765,0.3333333333333333,0.5306122448979592,0.0,-0.4,0.0,0.6134969325153374,1
1.0,0.0,1.6806722689075633,0.0,0.0,0.5,1.818181818181818,0.0,0.0,0.024,0.0,-0.4658536541516134,0.4695901019902765,1.0,-0.4693877551020408,0.0,-0.4,0.0,-0.4846625766871165,1
1.0,0.0,1.6806722689075633,0.0,0.0,0.5,1.818181818181818,0.0,0.0,0.024,0.0,-0.4658536541516134,0.4695901019902765,1.0,-0.2448979591836734,0.0,-0.4,0.0,-0.1922290388548057,1
1.0,0.0,1.6806722689075633,0.0,0.0,0.5,1.818181818181818,0.0,0.0,0.024,0.0,-0.4658536541516134,0.4695901019902765,1.0,0.0,0.0,-0.4,0.0,0.1267893660531697,1
0.4545,0.0,-0.3058823529411765,0.0,0.0,0.909,-0.330909090909091,0.0,18.18,0.433,0.0,0.2153841036921309,0.3584436263973296,-1.0,-0.4693877551020408,-0.27275,-0.0728,0.0,-0.4969325153374233,1
0.4545,0.0,-0.3058823529411765,0.0,0.0,0.909,-0.330909090909091,0.0,18.18,0.433,0.0,0.2153841036921309,0.3584436263973296,-1.0,0.0,-0.27275,-0.0728,0.0,-0.1676891615541922,1
0.4545,0.0,-0.3058823529411765,0.0,0.0,0.909,-0.330909090909091,0.0,18.18,0.433,0.0,0.2153841036921309,0.3584436263973296,-1.0,0.4897959183673469,-0.27275,-0.0728,0.0,0.1758691206543967,1
0.6519999999999999,0.0,-0.4386554621848739,0.0,0.0,0.8695,-0.4745454545454544,0.0,17.39,0.3935,0.0,0.0389926666169267,0.6108433962977259,-1.0,-0.4693877551020408,-0.174,-0.1043999999999999,0.0,-0.4969325153374233,1
0.6519999999999999,0.0,-0.4386554621848739,0.0,0.0,0.8695,-0.4745454545454544,0.0,17.39,0.3935,0.0,0.0389926666169267,0.6108433962977259,-1.0,0.0,-0.174,-0.1043999999999999,0.0,-0.1676891615541922,1
0.6519999999999999,0.0,-0.4386554621848739,0.0,0.0,0.8695,-0.4745454545454544,0.0,17.39,0.3935,0.0,0.0389926666169267,0.6108433962977259,-1.0,0.4897959183673469,-0.174,-0.1043999999999999,0.0,0.1758691206543967,1
0.8335000000000001,0.0,-0.5596638655462183,0.0,0.0,0.8335000000000001,-0.6054545454545451,0.0,16.67,0.3575000000000001,0.0,-0.1212126735026472,0.8074354740522122,-1.0,-0.4693877551020408,-0.0832499999999999,-0.1331999999999999,0.0,-0.4969325153374233,1
0.8335000000000001,0.0,-0.5596638655462183,0.0,0.0,0.8335000000000001,-0.6054545454545451,0.0,16.67,0.3575000000000001,0.0,-0.1212126735026472,0.8074354740522122,-1.0,0.0,-0.0832499999999999,-0.1331999999999999,0.0,-0.1676891615541922,1
0.8335000000000001,0.0,-0.5596638655462183,0.0,0.0,0.8335000000000001,-0.6054545454545451,0.0,16.67,0.3575000000000001,0.0,-0.1212126735026472,0.8074354740522122,-1.0,0.4897959183673469,-0.0832499999999999,-0.1331999999999999,0.0,0.1758691206543967,1
0.8800000000000001,2.9,-2.453781512605042,0.0,1.26,0.0,-0.8727272727272729,1.015,0.0,0.194,0.0,0.0351402134214037,0.4914097091624804,0.3333333333333333,-0.4693877551020408,0.6425000000000001,-0.8,1.3688888888888888,-0.4887525562372188,1
0.8800000000000001,2.9,-2.453781512605042,0.0,1.26,0.0,-0.8727272727272729,1.015,0.0,0.194,0.0,0.0351402134214037,0.4914097091624804,0.3333333333333333,1.5510204081632653,0.6425000000000001,-0.8,1.3688888888888888,1.738241308793456,1
0.8800000000000001,2.9,-2.453781512605042,0.0,1.26,0.0,-0.8727272727272729,1.015,0.0,0.194,0.0,0.0351402134214037,0.4914097091624804,0.3333333333333333,3.5918367346938775,0.6425000000000001,-0.8,1.3688888888888888,3.9877300613496938,1
0.8800000000000001,2.9,-2.453781512605042,0.0,1.26,0.0,-0.8727272727272729,1.015,0.0,0.194,0.0,0.0351402134214037,0.4914097091624804,0.6666666666666666,-0.4693877551020408,0.6425000000000001,-0.8,1.3688888888888888,-0.4867075664621677,1
0.8800000000000001,2.9,-2.453781512605042,0.0,1.26,0.0,-0.8727272727272729,1.015,0.0,0.194,0.0,0.0351402134214037,0.4914097091624804,0.6666666666666666,1.5510204081632653,0.6425000000000001,-0.8,1.3688888888888888,1.9427402862985683,1
0.8800000000000001,2.9,-2.453781512605042,0.0,1.26,0.0,-0.8727272727272729,1.015,0.0,0.194,0.0,0.0351402134214037,0.4914097091624804,0.6666666666666666,3.5918367346938775,0.6425000000000001,-0.8,1.3688888888888888,4.396728016359918,1
0.0,0.0,0.8403361344537816,0.0,1.25,1.25,0.9090909090909092,0.0,0.0,-0.476,0.0,-0.1456530063904165,-0.3892654031127972,0.0,-0.3265306122448979,0.125,0.2,0.0,-0.3476482617586912,1
0.0,0.0,0.8403361344537816,0.0,1.25,1.25,0.9090909090909092,0.0,0.0,-0.476,0.0,-0.1456530063904165,-0.3892654031127972,0.0,-0.1632653061224489,0.125,0.2,0.0,-0.1840490797546012,1
0.0,0.0,0.8403361344537816,0.0,1.25,1.25,0.9090909090909092,0.0,0.0,-0.476,0.0,-0.1456530063904165,-0.3892654031127972,0.0,0.0,0.125,0.2,0.0,-0.0204498977505112,1
0.0,0.0,-3.3613445378151265,0.0,0.0,0.0,0.9090909090909092,1.25,0.0,0.774,25.0,2.4050303070618195,-0.8898446716173505,0.0,-0.4693877551020408,-0.5,-0.8,0.0,-0.4907975460122699,1
0.0,0.0,-3.3613445378151265,0.0,0.0,0.0,0.9090909090909092,1.25,0.0,0.774,25.0,2.4050303070618195,-0.8898446716173505,0.0,0.0,-0.5,-0.8,0.0,-0.0204498977505112,1
0.0,0.0,-3.3613445378151265,0.0,0.0,0.0,0.9090909090909092,1.25,0.0,0.774,25.0,2.4050303070618195,-0.8898446716173505,0.0,0.4897959183673469,-0.5,-0.8,0.0,0.4703476482617587,1
0.0,0.0,-3.3613445378151265,0.0,0.0,0.0,0.9090909090909092,1.25,0.0,0.774,25.0,2.4050303070618195,-0.8898446716173505,0.6666666666666666,-0.4693877551020408,-0.5,-0.8,0.0,-0.4867075664621677,1
0.0,0.0,-3.3613445378151265,0.0,0.0,0.0,0.9090909090909092,1.25,0.0,0.774,25.0,2.4050303070618195,-0.8898446716173505,0.6666666666666666,0.0,-0.5,-0.8,0.0,0.0777096114519427,1
0.0,0.0,-3.3613445378151265,0.0,0.0,0.0,0.9090909090909092,1.25,0.0,0.774,25.0,2.4050303070618195,-0.8898446716173505,0.6666666666666666,0.4897959183673469,-0.5,-0.8,0.0,0.6666666666666666,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,-0.476,0.0,0.4297957565618868,-0.5776784199743279,0.0,-0.4693877551020408,0.0,-0.8,0.0,-0.4907975460122699,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,-0.476,0.0,0.4297957565618868,-0.5776784199743279,0.0,0.0204081632653061,0.0,-0.8,0.0,0.0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,-0.476,0.0,0.4297957565618868,-0.5776784199743279,0.0,0.5306122448979592,0.0,-0.8,0.0,0.5112474437627812,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,-0.476,0.0,0.4297957565618868,-0.5776784199743279,0.6666666666666666,-0.4693877551020408,0.0,-0.8,0.0,-0.4867075664621677,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,-0.476,0.0,0.4297957565618868,-0.5776784199743279,0.6666666666666666,0.0204081632653061,0.0,-0.8,0.0,0.1022494887525562,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,-0.476,0.0,0.4297957565618868,-0.5776784199743279,0.6666666666666666,0.5306122448979592,0.0,-0.8,0.0,0.7157464212678937,1
0.0,0.0,-3.3613445378151265,0.0,0.0,1.25,0.9090909090909092,1.25,0.0,0.774,0.0,1.3045565316819587,-0.9333732968003782,-0.6666666666666666,-0.4693877551020408,-0.5,0.2,0.0,-0.4948875255623722,1
0.0,0.0,-3.3613445378151265,0.0,0.0,1.25,0.9090909090909092,1.25,0.0,0.774,0.0,1.3045565316819587,-0.9333732968003782,-0.6666666666666666,0.0,-0.5,0.2,0.0,-0.1186094069529652,1
0.0,0.0,-3.3613445378151265,0.0,0.0,1.25,0.9090909090909092,1.25,0.0,0.774,0.0,1.3045565316819587,-0.9333732968003782,-0.6666666666666666,0.4897959183673469,-0.5,0.2,0.0,0.2740286298568507,1
0.0,0.0,-3.3613445378151265,0.0,0.0,1.25,0.9090909090909092,1.25,0.0,0.774,0.0,1.3045565316819587,-0.9333732968003782,0.0,-0.4693877551020408,-0.5,0.2,0.0,-0.4907975460122699,1
0.0,0.0,-3.3613445378151265,0.0,0.0,1.25,0.9090909090909092,1.25,0.0,0.774,0.0,1.3045565316819587,-0.9333732968003782,0.0,0.0,-0.5,0.2,0.0,-0.0204498977505112,1
0.0,0.0,-3.3613445378151265,0.0,0.0,1.25,0.9090909090909092,1.25,0.0,0.774,0.0,1.3045565316819587,-0.9333732968003782,0.0,0.4897959183673469,-0.5,0.2,0.0,0.4703476482617587,1
0.0,0.0,-3.3613445378151265,0.0,0.0,0.0,-3.636363636363636,0.0,33.33,1.1905,33.34,2.42180020711099,0.2057017158717887,0.0,-0.4693877551020408,-0.5,-0.8,0.0,-0.4907975460122699,1
0.0,0.0,-3.3613445378151265,0.0,0.0,0.0,-3.636363636363636,0.0,33.33,1.1905,33.34,2.42180020711099,0.2057017158717887,0.0,0.0,-0.5,-0.8,0.0,-0.0204498977505112,1
0.0,0.0,-3.3613445378151265,0.0,0.0,0.0,-3.636363636363636,0.0,33.33,1.1905,33.34,2.42180020711099,0.2057017158717887,0.0,0.4897959183673469,-0.5,-0.8,0.0,0.4703476482617587,1
0.0,0.0,0.8403361344537816,0.0,0.0,0.0,-3.636363636363636,1.25,25.0,-0.476,25.0,1.2862972348345585,0.0,0.0,-0.4693877551020408,-0.5,-0.8,0.0,-0.4907975460122699,1
0.0,0.0,0.8403361344537816,0.0,0.0,0.0,-3.636363636363636,1.25,25.0,-0.476,25.0,1.2862972348345585,0.0,0.0,0.0,-0.5,-0.8,0.0,-0.0204498977505112,1
0.0,0.0,0.8403361344537816,0.0,0.0,0.0,-3.636363636363636,1.25,25.0,-0.476,25.0,1.2862972348345585,0.0,0.0,0.4897959183673469,-0.5,-0.8,0.0,0.4703476482617587,1
0.0,0.0,0.2100840336134454,0.0,0.75,0.0,0.2272727272727272,1.0625,0.0,0.5865,0.0,0.946007146857334,-1.4645734023471593,0.0,-0.4693877551020408,-0.125,-0.8,0.0,-0.4907975460122699,1
0.0,0.0,0.2100840336134454,0.0,0.75,0.0,0.2272727272727272,1.0625,0.0,0.5865,0.0,0.946007146857334,-1.4645734023471593,0.0,0.0204081632653061,-0.125,-0.8,0.0,0.0,1
0.0,0.0,0.2100840336134454,0.0,0.75,0.0,0.2272727272727272,1.0625,0.0,0.5865,0.0,0.946007146857334,-1.4645734023471593,0.0,0.5306122448979592,-0.125,-0.8,0.0,0.5112474437627812,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.524,0.0,0.870266178973021,-1.450085441359975,0.0,-0.4693877551020408,0.0,-0.8,0.0,-0.4907975460122699,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.524,0.0,0.870266178973021,-1.450085441359975,0.0,0.0204081632653061,0.0,-0.8,0.0,0.0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.524,0.0,0.870266178973021,-1.450085441359975,0.0,0.5306122448979592,0.0,-0.8,0.0,0.5112474437627812,1
0.0,0.0,-0.2100840336134454,0.0,1.25,0.0,-0.2272727272727272,0.9375,0.0,0.4615,0.0,0.7945252110887081,-1.4399911515160526,0.0,-0.4693877551020408,0.125,-0.8,0.0,-0.4907975460122699,2
0.0,0.0,-0.2100840336134454,0.0,1.25,0.0,-0.2272727272727272,0.9375,0.0,0.4615,0.0,0.7945252110887081,-1.4399911515160526,0.0,0.0204081632653061,0.125,-0.8,0.0,0.0,2
0.0,0.0,-0.2100840336134454,0.0,1.25,0.0,-0.2272727272727272,0.9375,0.0,0.4615,0.0,0.7945252110887081,-1.4399911515160526,0.0,0.5306122448979592,0.125,-0.8,0.0,0.5112474437627812,2
0.0,0.0,0.2100840336134454,0.0,0.75,0.0,0.2272727272727272,1.0625,0.0,0.5865,0.0,0.946007146857334,-1.4645734023471593,0.6666666666666666,-0.4693877551020408,-0.125,-0.8,0.0,-0.4867075664621677,1
0.0,0.0,0.2100840336134454,0.0,0.75,0.0,0.2272727272727272,1.0625,0.0,0.5865,0.0,0.946007146857334,-1.4645734023471593,0.6666666666666666,0.0204081632653061,-0.125,-0.8,0.0,0.1022494887525562,1
0.0,0.0,0.2100840336134454,0.0,0.75,0.0,0.2272727272727272,1.0625,0.0,0.5865,0.0,0.946007146857334,-1.4645734023471593,0.6666666666666666,0.5306122448979592,-0.125,-0.8,0.0,0.7157464212678937,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.524,0.0,0.870266178973021,-1.450085441359975,0.6666666666666666,-0.4693877551020408,0.0,-0.8,0.0,-0.4867075664621677,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.524,0.0,0.870266178973021,-1.450085441359975,0.6666666666666666,0.0204081632653061,0.0,-0.8,0.0,0.1022494887525562,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.524,0.0,0.870266178973021,-1.450085441359975,0.6666666666666666,0.5306122448979592,0.0,-0.8,0.0,0.7157464212678937,1
0.0,0.0,-0.2100840336134454,0.0,1.25,0.0,-0.2272727272727272,0.9375,0.0,0.4615,0.0,0.7945252110887081,-1.4399911515160526,0.6666666666666666,-0.4693877551020408,0.125,-0.8,0.0,-0.4867075664621677,1
0.0,0.0,-0.2100840336134454,0.0,1.25,0.0,-0.2272727272727272,0.9375,0.0,0.4615,0.0,0.7945252110887081,-1.4399911515160526,0.6666666666666666,0.0204081632653061,0.125,-0.8,0.0,0.1022494887525562,1
0.0,0.0,-0.2100840336134454,0.0,1.25,0.0,-0.2272727272727272,0.9375,0.0,0.4615,0.0,0.7945252110887081,-1.4399911515160526,0.6666666666666666,0.5306122448979592,0.125,-0.8,0.0,0.7157464212678937,1
0.7144999999999999,0.0,-0.9596638655462189,0.713,0.7144999999999999,0.0,-1.0381818181818183,0.7144999999999999,0.0,0.2385,0.0,0.0250363837558105,-0.1178927472682316,0.0,-0.4693877551020408,0.2144999999999999,-0.2296,0.6302595679012346,-0.4907975460122699,1
0.7144999999999999,0.0,-0.9596638655462189,0.713,0.7144999999999999,0.0,-1.0381818181818183,0.7144999999999999,0.0,0.2385,0.0,0.0250363837558105,-0.1178927472682316,0.0,0.0204081632653061,0.2144999999999999,-0.2296,0.6302595679012346,0.0,1
0.7144999999999999,0.0,-0.9596638655462189,0.713,0.7144999999999999,0.0,-1.0381818181818183,0.7144999999999999,0.0,0.2385,0.0,0.0250363837558105,-0.1178927472682316,0.0,0.5306122448979592,0.2144999999999999,-0.2296,0.6302595679012346,0.5112474437627812,1
0.0,0.0,0.8403361344537816,0.0,1.25,1.25,0.9090909090909092,0.0,0.0,-0.476,0.0,-0.1456530063904165,-0.3892654031127972,0.0,-0.4693877551020408,0.125,0.2,0.0,-0.4907975460122699,2
0.0,0.0,0.8403361344537816,0.0,1.25,1.25,0.9090909090909092,0.0,0.0,-0.476,0.0,-0.1456530063904165,-0.3892654031127972,0.0,-0.4081632653061224,0.125,0.2,0.0,-0.4294478527607362,2
0.0,0.0,0.8403361344537816,0.0,1.25,1.25,0.9090909090909092,0.0,0.0,-0.476,0.0,-0.1456530063904165,-0.3892654031127972,0.0,-0.3469387755102041,0.125,0.2,0.0,-0.3680981595092024,2
0.9,12.0,-0.6722689075630253,0.0,0.9,0.0,-0.3636363636363636,0.9,0.0,-0.476,0.0,-0.5953160015713105,1.479720427627226,0.0,-0.4693877551020408,0.7,-0.8,1.0,-0.4907975460122699,2
0.9,12.0,-0.6722689075630253,0.0,0.9,0.0,-0.3636363636363636,0.9,0.0,-0.476,0.0,-0.5953160015713105,1.479720427627226,0.0,0.5306122448979592,0.7,-0.8,1.0,0.5112474437627812,2
0.9,12.0,-0.6722689075630253,0.0,0.9,0.0,-0.3636363636363636,0.9,0.0,-0.476,0.0,-0.5953160015713105,1.479720427627226,0.0,1.5510204081632653,0.7,-0.8,1.0,1.5337423312883436,2
0.9,12.0,-0.6722689075630253,0.0,0.9,0.0,-0.3636363636363636,0.9,0.0,-0.476,0.0,-0.5953160015713105,1.479720427627226,0.3333333333333333,-0.4693877551020408,0.7,-0.8,1.0,-0.4887525562372188,2
0.9,12.0,-0.6722689075630253,0.0,0.9,0.0,-0.3636363636363636,0.9,0.0,-0.476,0.0,-0.5953160015713105,1.479720427627226,0.3333333333333333,0.5306122448979592,0.7,-0.8,1.0,0.6134969325153374,2
0.9,12.0,-0.6722689075630253,0.0,0.9,0.0,-0.3636363636363636,0.9,0.0,-0.476,0.0,-0.5953160015713105,1.479720427627226,0.3333333333333333,1.5510204081632653,0.7,-0.8,1.0,1.738241308793456,2
